region,year,species,population
Dire Dawa,2003,Head:5-9,0
Dire Dawa,2004,Head:5-9,1988
Dire Dawa,2005,Head:5-9,1849
Dire Dawa,2006,Head:5-9,1641
Dire Dawa,2007,Head:5-9,2364
Dire Dawa,2008,Head:5-9,2350
Dire Dawa,2009,Head:5-9,1535
Dire Dawa,2010,Head:5-9,1391
Dire Dawa,2011,Head:5-9,1803
Dire Dawa,2012,Head:5-9,1776
Dire Dawa,2013,Head:5-9,1443
Dire Dawa,2014,Head:5-9,1765
Dire Dawa,2015,Head:5-9,1716
Dire Dawa,2016,Head:5-9,1732
Dire Dawa,2017,Head:5-9,1805
Dire Dawa,2018,Head:5-9,2006
Dire Dawa,2019,Head:5-9,2631
Dire Dawa,2020,Head:5-9,3303
Gambela,2003,Head:5-9,0
Gambela,2004,Head:5-9,0
Gambela,2005,Head:5-9,0
Gambela,2006,Head:5-9,0
Gambela,2007,Head:5-9,3555
Gambela,2008,Head:5-9,2440
Gambela,2009,Head:5-9,2482
Gambela,2010,Head:5-9,3298
Gambela,2011,Head:5-9,4337
Gambela,2012,Head:5-9,5209
Gambela,2013,Head:5-9,5810
Gambela,2014,Head:5-9,4657
Gambela,2015,Head:5-9,4697
Gambela,2016,Head:5-9,5763
Gambela,2017,Head:5-9,4774
Gambela,2018,Head:5-9,6187
Gambela,2019,Head:5-9,5028
Gambela,2020,Head:5-9,5468
Harari,2003,Head:5-9,0
Harari,2004,Head:5-9,953
Harari,2005,Head:5-9,1299
Harari,2006,Head:5-9,1681
Harari,2007,Head:5-9,1686
Harari,2008,Head:5-9,2045
Harari,2009,Head:5-9,2156
Harari,2010,Head:5-9,2463
Harari,2011,Head:5-9,2092
Harari,2012,Head:5-9,2106
Harari,2013,Head:5-9,3061
Harari,2014,Head:5-9,2986
Harari,2015,Head:5-9,3306
Harari,2016,Head:5-9,3166
Harari,2017,Head:5-9,3432
Harari,2018,Head:5-9,1809
Harari,2019,Head:5-9,2117
Harari,2020,Head:5-9,3210
Oromoa,2003,Head:5-9,0
Oromoa,2004,Head:5-9,1031709
Oromoa,2005,Head:5-9,1111576
Oromoa,2006,Head:5-9,1201228
Oromoa,2007,Head:5-9,1288132
Oromoa,2008,Head:5-9,1377235
Oromoa,2009,Head:5-9,1353415
Oromoa,2010,Head:5-9,1374466
Oromoa,2011,Head:5-9,1375467
Oromoa,2012,Head:5-9,1327747
Oromoa,2013,Head:5-9,1405359
Oromoa,2014,Head:5-9,1423287
Oromoa,2015,Head:5-9,1423910
Oromoa,2016,Head:5-9,1475337
Oromoa,2017,Head:5-9,1579696
Oromoa,2018,Head:5-9,1530434
Oromoa,2019,Head:5-9,1548982
Oromoa,2020,Head:5-9,1657852
SNNPR,2003,Head:5-9,0
SNNPR,2004,Head:5-9,486367
SNNPR,2005,Head:5-9,484334
SNNPR,2006,Head:5-9,498062
SNNPR,2007,Head:5-9,592165
SNNPR,2008,Head:5-9,531725
SNNPR,2009,Head:5-9,554320
SNNPR,2010,Head:5-9,649421
SNNPR,2011,Head:5-9,622384
SNNPR,2012,Head:5-9,577677
SNNPR,2013,Head:5-9,595656
SNNPR,2014,Head:5-9,634189
SNNPR,2015,Head:5-9,583838
SNNPR,2016,Head:5-9,639997
SNNPR,2017,Head:5-9,727920
SNNPR,2018,Head:5-9,581106
SNNPR,2019,Head:5-9,630886
SNNPR,2020,Head:5-9,548535
Somali,2003,Head:5-9,0
Somali,2004,Head:5-9,24795
Somali,2005,Head:5-9,28475
Somali,2006,Head:5-9,36424
Somali,2007,Head:5-9,32221
Somali,2008,Head:5-9,29296
Somali,2009,Head:5-9,32717
Somali,2010,Head:5-9,27607
Somali,2011,Head:5-9,23358
Somali,2012,Head:5-9,30815
Somali,2013,Head:5-9,36626
Somali,2014,Head:5-9,31019
Somali,2015,Head:5-9,26419
Somali,2016,Head:5-9,33951
Somali,2017,Head:5-9,41202
Somali,2018,Head:5-9,41202
Somali,2019,Head:5-9,73326
Somali,2020,Head:5-9,78698
Tigray,2003,Head:5-9,0
Tigray,2004,Head:5-9,169835
Tigray,2005,Head:5-9,164567
Tigray,2006,Head:5-9,165239
Tigray,2007,Head:5-9,195379
Tigray,2008,Head:5-9,192233
Tigray,2009,Head:5-9,181191
Tigray,2010,Head:5-9,193244
Tigray,2011,Head:5-9,208669
Tigray,2012,Head:5-9,226628
Tigray,2013,Head:5-9,256339
Tigray,2014,Head:5-9,267238
Tigray,2015,Head:5-9,267882
Tigray,2016,Head:5-9,285602
Tigray,2017,Head:5-9,252417
Tigray,2018,Head:5-9,282110
Tigray,2019,Head:5-9,307809
Tigray,2020,Head:5-9,307219
Addis Ababa,2003,Head:10-19,0
Addis Ababa,2004,Head:10-19,489
Addis Ababa,2005,Head:10-19,596
Addis Ababa,2006,Head:10-19,722
Addis Ababa,2007,Head:10-19,0
Addis Ababa,2008,Head:10-19,0
Addis Ababa,2009,Head:10-19,0
Addis Ababa,2010,Head:10-19,0
Addis Ababa,2011,Head:10-19,0
Addis Ababa,2012,Head:10-19,0
Addis Ababa,2013,Head:10-19,0
Addis Ababa,2014,Head:10-19,0
Addis Ababa,2015,Head:10-19,0
Addis Ababa,2016,Head:10-19,0
Addis Ababa,2017,Head:10-19,0
Addis Ababa,2018,Head:10-19,0
Addis Ababa,2019,Head:10-19,0
Addis Ababa,2020,Head:10-19,0
Afar,2003,Head:10-19,0
Afar,2004,Head:10-19,8562
Afar,2005,Head:10-19,6765
Afar,2006,Head:10-19,5326
Afar,2007,Head:10-19,7345
Afar,2008,Head:10-19,9812
Afar,2009,Head:10-19,9045
Afar,2010,Head:10-19,20779
Afar,2011,Head:10-19,21161
Afar,2012,Head:10-19,23534
Afar,2013,Head:10-19,34078
Afar,2014,Head:10-19,38498
Afar,2015,Head:10-19,40288
Afar,2016,Head:10-19,37203
Afar,2017,Head:10-19,33370
Afar,2018,Head:10-19,48964
Afar,2019,Head:10-19,35172
Afar,2020,Head:10-19,38967
Amhara,2003,Head:10-19,0
Amhara,2004,Head:10-19,79787
Amhara,2005,Head:10-19,93998
Amhara,2006,Head:10-19,95410
Amhara,2007,Head:10-19,122070
Amhara,2008,Head:10-19,128820
Amhara,2009,Head:10-19,126032
Amhara,2010,Head:10-19,145201
Amhara,2011,Head:10-19,140336
Amhara,2012,Head:10-19,127520
Amhara,2013,Head:10-19,137673
Amhara,2014,Head:10-19,132376
Amhara,2015,Head:10-19,153763
Amhara,2016,Head:10-19,162797
Amhara,2017,Head:10-19,145644
Amhara,2018,Head:10-19,182235
Amhara,2019,Head:10-19,173656
Amhara,2020,Head:10-19,192532
Benishangul Gumz,2003,Head:10-19,0
Benishangul Gumz,2004,Head:10-19,6678
Benishangul Gumz,2005,Head:10-19,8679
Benishangul Gumz,2006,Head:10-19,7567
Benishangul Gumz,2007,Head:10-19,8052
Benishangul Gumz,2008,Head:10-19,8018
Benishangul Gumz,2009,Head:10-19,9690
Benishangul Gumz,2010,Head:10-19,11129
Benishangul Gumz,2011,Head:10-19,13284
Benishangul Gumz,2012,Head:10-19,10637
Benishangul Gumz,2013,Head:10-19,11558
Benishangul Gumz,2014,Head:10-19,13925
Benishangul Gumz,2015,Head:10-19,17796
Benishangul Gumz,2016,Head:10-19,18634
Benishangul Gumz,2017,Head:10-19,17983
Benishangul Gumz,2018,Head:10-19,15287
Benishangul Gumz,2019,Head:10-19,15286
Benishangul Gumz,2020,Head:10-19,12199
Dire Dawa,2003,Head:10-19,0
Dire Dawa,2004,Head:10-19,0
Dire Dawa,2005,Head:10-19,26
Dire Dawa,2006,Head:10-19,178
Dire Dawa,2007,Head:10-19,148
Dire Dawa,2008,Head:10-19,274
Dire Dawa,2009,Head:10-19,236
Dire Dawa,2010,Head:10-19,88
Dire Dawa,2011,Head:10-19,128
Dire Dawa,2012,Head:10-19,33
Dire Dawa,2013,Head:10-19,89
Dire Dawa,2014,Head:10-19,97
Dire Dawa,2015,Head:10-19,137
Dire Dawa,2016,Head:10-19,61
Dire Dawa,2017,Head:10-19,0
Dire Dawa,2018,Head:10-19,102
Dire Dawa,2019,Head:10-19,0
Dire Dawa,2020,Head:10-19,75
Gambela,2003,Head:10-19,0
Gambela,2004,Head:10-19,0
Gambela,2005,Head:10-19,0
Gambela,2006,Head:10-19,0
Gambela,2007,Head:10-19,4004
Gambela,2008,Head:10-19,2720
Gambela,2009,Head:10-19,1740
Gambela,2010,Head:10-19,4090
Gambela,2011,Head:10-19,5168
Gambela,2012,Head:10-19,5013
Gambela,2013,Head:10-19,5711
Gambela,2014,Head:10-19,4971
Gambela,2015,Head:10-19,5148
Gambela,2016,Head:10-19,5520
Gambela,2017,Head:10-19,6574
Gambela,2018,Head:10-19,6521
Gambela,2019,Head:10-19,7711
Gambela,2020,Head:10-19,7145
Harari,2003,Head:10-19,0
Harari,2004,Head:10-19,255
Harari,2005,Head:10-19,327
Harari,2006,Head:10-19,254
Harari,2007,Head:10-19,88
Harari,2008,Head:10-19,232
Harari,2009,Head:10-19,198
Harari,2010,Head:10-19,401
Harari,2011,Head:10-19,204
Harari,2012,Head:10-19,175
Harari,2013,Head:10-19,226
Harari,2014,Head:10-19,397
Harari,2015,Head:10-19,341
Harari,2016,Head:10-19,484
Harari,2017,Head:10-19,174
Harari,2018,Head:10-19,132
Harari,2019,Head:10-19,94
Harari,2020,Head:10-19,233
Oromoa,2003,Head:10-19,0
Oromoa,2004,Head:10-19,314010
Oromoa,2005,Head:10-19,350498
Oromoa,2006,Head:10-19,364835
Oromoa,2007,Head:10-19,387981
Oromoa,2008,Head:10-19,426867
Oromoa,2009,Head:10-19,438801
Oromoa,2010,Head:10-19,433608
Oromoa,2011,Head:10-19,428915
Oromoa,2012,Head:10-19,409858
Oromoa,2013,Head:10-19,385126
Oromoa,2014,Head:10-19,419686
Oromoa,2015,Head:10-19,388203
Oromoa,2016,Head:10-19,438059
Oromoa,2017,Head:10-19,471997
Oromoa,2018,Head:10-19,438461
Oromoa,2019,Head:10-19,443333
Oromoa,2020,Head:10-19,439605
SNNPR,2003,Head:10-19,0
SNNPR,2004,Head:10-19,56374
SNNPR,2005,Head:10-19,60430
SNNPR,2006,Head:10-19,58835
SNNPR,2007,Head:10-19,74370
SNNPR,2008,Head:10-19,82743
SNNPR,2009,Head:10-19,60921
SNNPR,2010,Head:10-19,81343
SNNPR,2011,Head:10-19,75357
SNNPR,2012,Head:10-19,83703
SNNPR,2013,Head:10-19,96072
SNNPR,2014,Head:10-19,90814
SNNPR,2015,Head:10-19,74652
SNNPR,2016,Head:10-19,73330
SNNPR,2017,Head:10-19,109590
SNNPR,2018,Head:10-19,78388
SNNPR,2019,Head:10-19,75578
SNNPR,2020,Head:10-19,71216
Somali,2003,Head:10-19,0
Somali,2004,Head:10-19,10990
Somali,2005,Head:10-19,11602
Somali,2006,Head:10-19,11935
Somali,2007,Head:10-19,16740
Somali,2008,Head:10-19,15824
Somali,2009,Head:10-19,12992
Somali,2010,Head:10-19,16267
Somali,2011,Head:10-19,12486
Somali,2012,Head:10-19,11354
Somali,2013,Head:10-19,11681
Somali,2014,Head:10-19,14750
Somali,2015,Head:10-19,11628
Somali,2016,Head:10-19,13056
Somali,2017,Head:10-19,9925
Somali,2018,Head:10-19,9925
Somali,2019,Head:10-19,62572
Somali,2020,Head:10-19,80167
Tigray,2003,Head:10-19,0
Tigray,2004,Head:10-19,40332
Tigray,2005,Head:10-19,38347
Tigray,2006,Head:10-19,44110
Tigray,2007,Head:10-19,40315
Tigray,2008,Head:10-19,49682
Tigray,2009,Head:10-19,49526
Tigray,2010,Head:10-19,42755
Tigray,2011,Head:10-19,48086
Tigray,2012,Head:10-19,58189
Tigray,2013,Head:10-19,67418
Tigray,2014,Head:10-19,70967
Tigray,2015,Head:10-19,71548
Tigray,2016,Head:10-19,70325
Tigray,2017,Head:10-19,73316
Tigray,2018,Head:10-19,77205
Tigray,2019,Head:10-19,67085
Tigray,2020,Head:10-19,67085
Addis Ababa,2003,Head:20-49,0
Addis Ababa,2004,Head:20-49,0
Addis Ababa,2005,Head:20-49,53
Addis Ababa,2006,Head:20-49,69
Addis Ababa,2007,Head:20-49,0
Addis Ababa,2008,Head:20-49,0
Addis Ababa,2009,Head:20-49,0
Addis Ababa,2010,Head:20-49,0
Addis Ababa,2011,Head:20-49,0
Addis Ababa,2012,Head:20-49,0
Addis Ababa,2013,Head:20-49,0
Addis Ababa,2014,Head:20-49,0
Addis Ababa,2015,Head:20-49,0
Addis Ababa,2016,Head:20-49,0
Addis Ababa,2017,Head:20-49,0
Addis Ababa,2018,Head:20-49,0
Addis Ababa,2019,Head:20-49,0
Addis Ababa,2020,Head:20-49,0
Afar,2003,Head:20-49,0
Afar,2004,Head:20-49,5184
Afar,2005,Head:20-49,4402
Afar,2006,Head:20-49,5030
Afar,2007,Head:20-49,6307
Afar,2008,Head:20-49,5224
Afar,2009,Head:20-49,8519
Afar,2010,Head:20-49,13040
Afar,2011,Head:20-49,12139
Afar,2012,Head:20-49,11270
Afar,2013,Head:20-49,14328
Afar,2014,Head:20-49,15908
Afar,2015,Head:20-49,19424
Afar,2016,Head:20-49,12523
Afar,2017,Head:20-49,14743
Afar,2018,Head:20-49,17448
Afar,2019,Head:20-49,31603
Afar,2020,Head:20-49,26366
Amhara,2003,Head:20-49,0
Amhara,2004,Head:20-49,8435
Amhara,2005,Head:20-49,5487
Amhara,2006,Head:20-49,8337
Amhara,2007,Head:20-49,11418
Amhara,2008,Head:20-49,20255
Amhara,2009,Head:20-49,19615
Amhara,2010,Head:20-49,13254
Amhara,2011,Head:20-49,10945
Amhara,2012,Head:20-49,13751
Amhara,2013,Head:20-49,14718
Amhara,2014,Head:20-49,11283
Amhara,2015,Head:20-49,12471
Amhara,2016,Head:20-49,15332
Amhara,2017,Head:20-49,13121
Amhara,2018,Head:20-49,25974
Amhara,2019,Head:20-49,23890
Amhara,2020,Head:20-49,22031
Benishangul Gumz,2003,Head:20-49,0
Benishangul Gumz,2004,Head:20-49,1321
Benishangul Gumz,2005,Head:20-49,1999
Benishangul Gumz,2006,Head:20-49,1701
Benishangul Gumz,2007,Head:20-49,1449
Benishangul Gumz,2008,Head:20-49,2407
Benishangul Gumz,2009,Head:20-49,2231
Benishangul Gumz,2010,Head:20-49,2648
Benishangul Gumz,2011,Head:20-49,2777
Benishangul Gumz,2012,Head:20-49,3374
Benishangul Gumz,2013,Head:20-49,3345
Benishangul Gumz,2014,Head:20-49,4754
Benishangul Gumz,2015,Head:20-49,4392
Benishangul Gumz,2016,Head:20-49,6128
Benishangul Gumz,2017,Head:20-49,4909
Benishangul Gumz,2018,Head:20-49,4547
Benishangul Gumz,2019,Head:20-49,5351
Benishangul Gumz,2020,Head:20-49,4746
Dire Dawa,2003,Head:20-49,0
Dire Dawa,2004,Head:20-49,0
Dire Dawa,2005,Head:20-49,26
Dire Dawa,2006,Head:20-49,0
Dire Dawa,2007,Head:20-49,27
Dire Dawa,2008,Head:20-49,0
Dire Dawa,2009,Head:20-49,21
Dire Dawa,2010,Head:20-49,0
Dire Dawa,2011,Head:20-49,0
Dire Dawa,2012,Head:20-49,0
Dire Dawa,2013,Head:20-49,33
Dire Dawa,2014,Head:20-49,0
Dire Dawa,2015,Head:20-49,0
Dire Dawa,2016,Head:20-49,0
Dire Dawa,2017,Head:20-49,0
Dire Dawa,2018,Head:20-49,0
Dire Dawa,2019,Head:20-49,0
Dire Dawa,2020,Head:20-49,0
Gambela,2003,Head:20-49,0
Gambela,2004,Head:20-49,0
Gambela,2005,Head:20-49,0
Gambela,2006,Head:20-49,0
Gambela,2007,Head:20-49,3241
Gambela,2008,Head:20-49,1545
Gambela,2009,Head:20-49,2656
Gambela,2010,Head:20-49,4210
Gambela,2011,Head:20-49,3611
Gambela,2012,Head:20-49,3724
Gambela,2013,Head:20-49,3281
Gambela,2014,Head:20-49,4033
Gambela,2015,Head:20-49,4060
Gambela,2016,Head:20-49,3750
Gambela,2017,Head:20-49,3956
Gambela,2018,Head:20-49,3701
Gambela,2019,Head:20-49,4927
Gambela,2020,Head:20-49,5983
Harari,2003,Head:20-49,0
Harari,2004,Head:20-49,0
Harari,2005,Head:20-49,24
Harari,2006,Head:20-49,28
Harari,2007,Head:20-49,0
Harari,2008,Head:20-49,0
Harari,2009,Head:20-49,23
Harari,2010,Head:20-49,26
Harari,2011,Head:20-49,0
Harari,2012,Head:20-49,0
Harari,2013,Head:20-49,35
Harari,2014,Head:20-49,0
Harari,2015,Head:20-49,31
Harari,2016,Head:20-49,50
Harari,2017,Head:20-49,0
Harari,2018,Head:20-49,0
Harari,2019,Head:20-49,0
Harari,2020,Head:20-49,0
Oromoa,2003,Head:20-49,0
Oromoa,2004,Head:20-49,49026
Oromoa,2005,Head:20-49,48982
Oromoa,2006,Head:20-49,55909
Oromoa,2007,Head:20-49,69720
Oromoa,2008,Head:20-49,57124
Oromoa,2009,Head:20-49,55489
Oromoa,2010,Head:20-49,67432
Oromoa,2011,Head:20-49,56154
Oromoa,2012,Head:20-49,58881
Oromoa,2013,Head:20-49,60318
Oromoa,2014,Head:20-49,57115
Oromoa,2015,Head:20-49,57229
Oromoa,2016,Head:20-49,60873
Oromoa,2017,Head:20-49,52709
Oromoa,2018,Head:20-49,55842
Oromoa,2019,Head:20-49,54354
Oromoa,2020,Head:20-49,51723
SNNPR,2003,Head:20-49,0
SNNPR,2004,Head:20-49,9034
SNNPR,2005,Head:20-49,11034
SNNPR,2006,Head:20-49,9859
SNNPR,2007,Head:20-49,12549
SNNPR,2008,Head:20-49,15493
SNNPR,2009,Head:20-49,8818
SNNPR,2010,Head:20-49,14943
SNNPR,2011,Head:20-49,12417
SNNPR,2012,Head:20-49,12920
SNNPR,2013,Head:20-49,19863
SNNPR,2014,Head:20-49,22156
SNNPR,2015,Head:20-49,11539
SNNPR,2016,Head:20-49,16067
SNNPR,2017,Head:20-49,15067
SNNPR,2018,Head:20-49,22697
SNNPR,2019,Head:20-49,18519
SNNPR,2020,Head:20-49,22767
Somali,2003,Head:20-49,0
Somali,2004,Head:20-49,1693
Somali,2005,Head:20-49,2727
Somali,2006,Head:20-49,3665
Somali,2007,Head:20-49,2897
Somali,2008,Head:20-49,4040
Somali,2009,Head:20-49,3047
Somali,2010,Head:20-49,4003
Somali,2011,Head:20-49,2872
Somali,2012,Head:20-49,3227
Somali,2013,Head:20-49,2506
Somali,2014,Head:20-49,4041
Somali,2015,Head:20-49,2694
Somali,2016,Head:20-49,2326
Somali,2017,Head:20-49,1068
Somali,2018,Head:20-49,1068
Somali,2019,Head:20-49,47955
Somali,2020,Head:20-49,84223
Tigray,2003,Head:20-49,0
Tigray,2004,Head:20-49,7341
Tigray,2005,Head:20-49,5492
Tigray,2006,Head:20-49,10639
Tigray,2007,Head:20-49,9773
Tigray,2008,Head:20-49,7440
Tigray,2009,Head:20-49,9836
Tigray,2010,Head:20-49,15083
Tigray,2011,Head:20-49,12687
Tigray,2012,Head:20-49,12281
Tigray,2013,Head:20-49,13041
Tigray,2014,Head:20-49,13729
Tigray,2015,Head:20-49,15384
Tigray,2016,Head:20-49,16717
Tigray,2017,Head:20-49,16945
Tigray,2018,Head:20-49,10863
Tigray,2019,Head:20-49,11127
Tigray,2020,Head:20-49,11127
Addis Ababa,2003,Head:50-99,0
Addis Ababa,2004,Head:50-99,0
Addis Ababa,2005,Head:50-99,0
Addis Ababa,2006,Head:50-99,0
Addis Ababa,2007,Head:50-99,0
Addis Ababa,2008,Head:50-99,0
Addis Ababa,2009,Head:50-99,0
Addis Ababa,2010,Head:50-99,0
Addis Ababa,2011,Head:50-99,0
Addis Ababa,2012,Head:50-99,0
Addis Ababa,2013,Head:50-99,0
Addis Ababa,2014,Head:50-99,0
Addis Ababa,2015,Head:50-99,0
Addis Ababa,2016,Head:50-99,0
Addis Ababa,2017,Head:50-99,0
Addis Ababa,2018,Head:50-99,0
Addis Ababa,2019,Head:50-99,0
Addis Ababa,2020,Head:50-99,0
Afar,2003,Head:50-99,0
Afar,2004,Head:50-99,267
Afar,2005,Head:50-99,819
Afar,2006,Head:50-99,1611
Afar,2007,Head:50-99,628
Afar,2008,Head:50-99,896
Afar,2009,Head:50-99,1358
Afar,2010,Head:50-99,1568
Afar,2011,Head:50-99,1155
Afar,2012,Head:50-99,1274
Afar,2013,Head:50-99,1483
Afar,2014,Head:50-99,2941
Afar,2015,Head:50-99,0
Afar,2016,Head:50-99,312
Afar,2017,Head:50-99,1517
Afar,2018,Head:50-99,2415
Afar,2019,Head:50-99,0
Afar,2020,Head:50-99,0
Amhara,2003,Head:50-99,0
Amhara,2004,Head:50-99,0
Amhara,2005,Head:50-99,300
Amhara,2006,Head:50-99,195
Amhara,2007,Head:50-99,476
Amhara,2008,Head:50-99,530
Amhara,2009,Head:50-99,601
Amhara,2010,Head:50-99,972
Amhara,2011,Head:50-99,158
Amhara,2012,Head:50-99,152
Amhara,2013,Head:50-99,494
Amhara,2014,Head:50-99,1389
Amhara,2015,Head:50-99,655
Amhara,2016,Head:50-99,1099
Amhara,2017,Head:50-99,1026
Amhara,2018,Head:50-99,1341
Amhara,2019,Head:50-99,0
Amhara,2020,Head:50-99,0
Benishangul Gumz,2003,Head:50-99,0
Benishangul Gumz,2004,Head:50-99,0
Benishangul Gumz,2005,Head:50-99,48
Benishangul Gumz,2006,Head:50-99,0
Benishangul Gumz,2007,Head:50-99,19
Benishangul Gumz,2008,Head:50-99,232
Benishangul Gumz,2009,Head:50-99,257
Benishangul Gumz,2010,Head:50-99,427
Benishangul Gumz,2011,Head:50-99,55
Benishangul Gumz,2012,Head:50-99,266
Benishangul Gumz,2013,Head:50-99,30
Benishangul Gumz,2014,Head:50-99,161
Benishangul Gumz,2015,Head:50-99,0
Benishangul Gumz,2016,Head:50-99,95
Benishangul Gumz,2017,Head:50-99,0
Benishangul Gumz,2018,Head:50-99,0
Benishangul Gumz,2019,Head:50-99,0
Benishangul Gumz,2020,Head:50-99,0
Dire Dawa,2003,Head:50-99,0
Dire Dawa,2004,Head:50-99,0
Dire Dawa,2005,Head:50-99,0
Dire Dawa,2006,Head:50-99,0
Dire Dawa,2007,Head:50-99,0
Dire Dawa,2008,Head:50-99,0
Dire Dawa,2009,Head:50-99,0
Dire Dawa,2010,Head:50-99,0
Dire Dawa,2011,Head:50-99,0
Dire Dawa,2012,Head:50-99,0
Dire Dawa,2013,Head:50-99,0
Dire Dawa,2014,Head:50-99,0
Dire Dawa,2015,Head:50-99,0
Dire Dawa,2016,Head:50-99,0
Dire Dawa,2017,Head:50-99,0
Dire Dawa,2018,Head:50-99,0
Dire Dawa,2019,Head:50-99,0
Dire Dawa,2020,Head:50-99,0
Gambela,2003,Head:50-99,0
Gambela,2004,Head:50-99,0
Gambela,2005,Head:50-99,0
Gambela,2006,Head:50-99,0
Gambela,2007,Head:50-99,133
Gambela,2008,Head:50-99,205
Gambela,2009,Head:50-99,943
Gambela,2010,Head:50-99,388
Gambela,2011,Head:50-99,383
Gambela,2012,Head:50-99,414
Gambela,2013,Head:50-99,503
Gambela,2014,Head:50-99,413
Gambela,2015,Head:50-99,420
Gambela,2016,Head:50-99,368
Gambela,2017,Head:50-99,146
Gambela,2018,Head:50-99,486
Gambela,2019,Head:50-99,0
Gambela,2020,Head:50-99,0
Harari,2003,Head:50-99,0
Harari,2004,Head:50-99,0
Harari,2005,Head:50-99,0
Harari,2006,Head:50-99,0
Harari,2007,Head:50-99,0
Harari,2008,Head:50-99,0
Harari,2009,Head:50-99,0
Harari,2010,Head:50-99,0
Harari,2011,Head:50-99,0
Harari,2012,Head:50-99,0
Harari,2013,Head:50-99,0
Harari,2014,Head:50-99,0
Harari,2015,Head:50-99,0
Harari,2016,Head:50-99,0
Harari,2017,Head:50-99,0
Harari,2018,Head:50-99,0
Harari,2019,Head:50-99,0
Harari,2020,Head:50-99,0
Oromoa,2003,Head:50-99,0
Oromoa,2004,Head:50-99,2225
Oromoa,2005,Head:50-99,1655
Oromoa,2006,Head:50-99,2612
Oromoa,2007,Head:50-99,1953
Oromoa,2008,Head:50-99,2132
Oromoa,2009,Head:50-99,2995
Oromoa,2010,Head:50-99,1703
Oromoa,2011,Head:50-99,2288
Oromoa,2012,Head:50-99,2437
Oromoa,2013,Head:50-99,2231
Oromoa,2014,Head:50-99,2371
Oromoa,2015,Head:50-99,2498
Oromoa,2016,Head:50-99,3895
Oromoa,2017,Head:50-99,788
Oromoa,2018,Head:50-99,1692
Oromoa,2019,Head:50-99,0
Oromoa,2020,Head:50-99,0
SNNPR,2003,Head:50-99,0
SNNPR,2004,Head:50-99,2229
SNNPR,2005,Head:50-99,1881
SNNPR,2006,Head:50-99,3496
SNNPR,2007,Head:50-99,2998
SNNPR,2008,Head:50-99,2028
SNNPR,2009,Head:50-99,4511
SNNPR,2010,Head:50-99,2861
SNNPR,2011,Head:50-99,1071
SNNPR,2012,Head:50-99,3533
SNNPR,2013,Head:50-99,4499
SNNPR,2014,Head:50-99,4574
SNNPR,2015,Head:50-99,1741
SNNPR,2016,Head:50-99,3617
SNNPR,2017,Head:50-99,1393
SNNPR,2018,Head:50-99,20937
SNNPR,2019,Head:50-99,0
SNNPR,2020,Head:50-99,0
Somali,2003,Head:50-99,0
Somali,2004,Head:50-99,0
Somali,2005,Head:50-99,151
Somali,2006,Head:50-99,193
Somali,2007,Head:50-99,343
Somali,2008,Head:50-99,117
Somali,2009,Head:50-99,82
Somali,2010,Head:50-99,385
Somali,2011,Head:50-99,267
Somali,2012,Head:50-99,258
Somali,2013,Head:50-99,240
Somali,2014,Head:50-99,196
Somali,2015,Head:50-99,187
Somali,2016,Head:50-99,143
Somali,2017,Head:50-99,0
Somali,2018,Head:50-99,0
Somali,2019,Head:50-99,0
Somali,2020,Head:50-99,0
Tigray,2003,Head:50-99,0
Tigray,2004,Head:50-99,620
Tigray,2005,Head:50-99,213
Tigray,2006,Head:50-99,407
Tigray,2007,Head:50-99,1037
Tigray,2008,Head:50-99,73
Tigray,2009,Head:50-99,0
Tigray,2010,Head:50-99,1681
Tigray,2011,Head:50-99,510
Tigray,2012,Head:50-99,630
Tigray,2013,Head:50-99,1227
Tigray,2014,Head:50-99,1481
Tigray,2015,Head:50-99,1171
Tigray,2016,Head:50-99,175
Tigray,2017,Head:50-99,724
Tigray,2018,Head:50-99,0
Tigray,2019,Head:50-99,0
Tigray,2020,Head:50-99,0
Addis Ababa,2003,Head:100-199,0
Addis Ababa,2004,Head:100-199,0
Addis Ababa,2005,Head:100-199,0
Addis Ababa,2006,Head:100-199,0
Addis Ababa,2007,Head:100-199,0
Addis Ababa,2008,Head:100-199,0
Addis Ababa,2009,Head:100-199,0
Addis Ababa,2010,Head:100-199,0
Addis Ababa,2011,Head:100-199,0
Addis Ababa,2012,Head:100-199,0
Addis Ababa,2013,Head:100-199,0
Addis Ababa,2014,Head:100-199,0
Addis Ababa,2015,Head:100-199,0
Addis Ababa,2016,Head:100-199,0
Addis Ababa,2017,Head:100-199,0
Addis Ababa,2018,Head:100-199,0
Addis Ababa,2019,Head:100-199,0
Addis Ababa,2020,Head:100-199,0
Afar,2003,Head:100-199,0
Afar,2004,Head:100-199,0
Afar,2005,Head:100-199,124
Afar,2006,Head:100-199,449
Afar,2007,Head:100-199,85
Afar,2008,Head:100-199,245
Afar,2009,Head:100-199,215
Afar,2010,Head:100-199,0
Afar,2011,Head:100-199,77
