year,region,species,population
2003,Addis Ababa,Head: 10+,0
2004,Addis Ababa,Head: 10+,0
2005,Addis Ababa,Head: 10+,0
2006,Addis Ababa,Head: 10+,0
2007,Addis Ababa,Head: 10+,0
2008,Addis Ababa,Head: 10+,0
2009,Addis Ababa,Head: 10+,0
2010,Addis Ababa,Head: 10+,0
2011,Addis Ababa,Head: 10+,0
2012,Addis Ababa,Head: 10+,0
2013,Addis Ababa,Head: 10+,0
2014,Addis Ababa,Head: 10+,0
2015,Addis Ababa,Head: 10+,0
2016,Addis Ababa,Head: 10+,0
2017,Addis Ababa,Head: 10+,0
2018,Addis Ababa,Head: 10+,0
2019,Addis Ababa,Head: 10+,0
2020,Addis Ababa,Head: 10+,0
2003,Afar,Head: 10+,0
2004,Afar,Head: 10+,0
2005,Afar,Head: 10+,3548
2006,Afar,Head: 10+,4194
2007,Afar,Head: 10+,2696
2008,Afar,Head: 10+,6014
2009,Afar,Head: 10+,7654
2010,Afar,Head: 10+,6782
2011,Afar,Head: 10+,9222
2012,Afar,Head: 10+,8156
2013,Afar,Head: 10+,7999
2014,Afar,Head: 10+,14125
2015,Afar,Head: 10+,16058
2016,Afar,Head: 10+,12555
2017,Afar,Head: 10+,19939
2018,Afar,Head: 10+,35144
2019,Afar,Head: 10+,36050
2020,Afar,Head: 10+,39235
2003,Amhara,Head: 10+,0
2004,Amhara,Head: 10+,0
2005,Amhara,Head: 10+,0
2006,Amhara,Head: 10+,0
2007,Amhara,Head: 10+,476
2008,Amhara,Head: 10+,289
2009,Amhara,Head: 10+,0
2010,Amhara,Head: 10+,270
2011,Amhara,Head: 10+,98
2012,Amhara,Head: 10+,152
2013,Amhara,Head: 10+,0
2014,Amhara,Head: 10+,0
2015,Amhara,Head: 10+,0
2016,Amhara,Head: 10+,138
2017,Amhara,Head: 10+,0
2018,Amhara,Head: 10+,0
2019,Amhara,Head: 10+,0
2020,Amhara,Head: 10+,0
2003,Benishangul Gumz,Head: 10+,0
2004,Benishangul Gumz,Head: 10+,0
2005,Benishangul Gumz,Head: 10+,0
2006,Benishangul Gumz,Head: 10+,0
2007,Benishangul Gumz,Head: 10+,0
2008,Benishangul Gumz,Head: 10+,0
2009,Benishangul Gumz,Head: 10+,0
2010,Benishangul Gumz,Head: 10+,0
2011,Benishangul Gumz,Head: 10+,0
2012,Benishangul Gumz,Head: 10+,0
2013,Benishangul Gumz,Head: 10+,0
2014,Benishangul Gumz,Head: 10+,0
2015,Benishangul Gumz,Head: 10+,0
2016,Benishangul Gumz,Head: 10+,0
2017,Benishangul Gumz,Head: 10+,0
2018,Benishangul Gumz,Head: 10+,0
2019,Benishangul Gumz,Head: 10+,0
2020,Benishangul Gumz,Head: 10+,0
2003,Dire Dawa,Head: 10+,0
2004,Dire Dawa,Head: 10+,0
2005,Dire Dawa,Head: 10+,70
2006,Dire Dawa,Head: 10+,105
2007,Dire Dawa,Head: 10+,165
2008,Dire Dawa,Head: 10+,0
2009,Dire Dawa,Head: 10+,69
2010,Dire Dawa,Head: 10+,292
2011,Dire Dawa,Head: 10+,82
2012,Dire Dawa,Head: 10+,17
2013,Dire Dawa,Head: 10+,16
2014,Dire Dawa,Head: 10+,7
2015,Dire Dawa,Head: 10+,6
2016,Dire Dawa,Head: 10+,97
2017,Dire Dawa,Head: 10+,15
2018,Dire Dawa,Head: 10+,77
2019,Dire Dawa,Head: 10+,358
2020,Dire Dawa,Head: 10+,60
2003,Gambela,Head: 10+,0
2004,Gambela,Head: 10+,0
2005,Gambela,Head: 10+,0
2006,Gambela,Head: 10+,0
2007,Gambela,Head: 10+,0
2008,Gambela,Head: 10+,0
2009,Gambela,Head: 10+,0
2010,Gambela,Head: 10+,0
2011,Gambela,Head: 10+,0
2012,Gambela,Head: 10+,0
2013,Gambela,Head: 10+,0
2014,Gambela,Head: 10+,0
2015,Gambela,Head: 10+,0
2016,Gambela,Head: 10+,0
2017,Gambela,Head: 10+,0
2018,Gambela,Head: 10+,0
2019,Gambela,Head: 10+,0
2020,Gambela,Head: 10+,0
2003,Harari,Head: 10+,0
2004,Harari,Head: 10+,0
2005,Harari,Head: 10+,73
2006,Harari,Head: 10+,54
2007,Harari,Head: 10+,71
2008,Harari,Head: 10+,121
2009,Harari,Head: 10+,98
2010,Harari,Head: 10+,154
2011,Harari,Head: 10+,25
2012,Harari,Head: 10+,31
2013,Harari,Head: 10+,99
2014,Harari,Head: 10+,46
2015,Harari,Head: 10+,40
2016,Harari,Head: 10+,151
2017,Harari,Head: 10+,0
2018,Harari,Head: 10+,28
2019,Harari,Head: 10+,0
2020,Harari,Head: 10+,0
2003,Oromoa,Head: 10+,0
2004,Oromoa,Head: 10+,4789
2005,Oromoa,Head: 10+,3632
2006,Oromoa,Head: 10+,7981
2007,Oromoa,Head: 10+,10024
2008,Oromoa,Head: 10+,7786
2009,Oromoa,Head: 10+,7734
2010,Oromoa,Head: 10+,10681
2011,Oromoa,Head: 10+,9838
2012,Oromoa,Head: 10+,10023
2013,Oromoa,Head: 10+,12031
2014,Oromoa,Head: 10+,13366
2015,Oromoa,Head: 10+,11864
2016,Oromoa,Head: 10+,8944
2017,Oromoa,Head: 10+,8141
2018,Oromoa,Head: 10+,8141
2019,Oromoa,Head: 10+,157863
2020,Oromoa,Head: 10+,152449
2003,SNNPR,Head: 10+,0
2004,SNNPR,Head: 10+,0
2005,SNNPR,Head: 10+,28
2006,SNNPR,Head: 10+,0
2007,SNNPR,Head: 10+,17
2008,SNNPR,Head: 10+,0
2009,SNNPR,Head: 10+,0
2010,SNNPR,Head: 10+,245
2011,SNNPR,Head: 10+,0
2012,SNNPR,Head: 10+,0
2013,SNNPR,Head: 10+,0
2014,SNNPR,Head: 10+,0
2015,SNNPR,Head: 10+,0
2016,SNNPR,Head: 10+,0
2017,SNNPR,Head: 10+,0
2018,SNNPR,Head: 10+,0
2019,SNNPR,Head: 10+,0
2020,SNNPR,Head: 10+,0
2003,Somali,Head: 10+,0
2004,Somali,Head: 10+,4789
2005,Somali,Head: 10+,3632
2006,Somali,Head: 10+,7981
2007,Somali,Head: 10+,10024
2008,Somali,Head: 10+,7786
2009,Somali,Head: 10+,7734
2010,Somali,Head: 10+,10681
2011,Somali,Head: 10+,9838
2012,Somali,Head: 10+,10023
2013,Somali,Head: 10+,12031
2014,Somali,Head: 10+,13366
2015,Somali,Head: 10+,11864
2016,Somali,Head: 10+,8944
2017,Somali,Head: 10+,8141
2018,Somali,Head: 10+,8141
2019,Somali,Head: 10+,157863
2020,Somali,Head: 10+,152449
2003,Tigray,Head: 10+,0
2004,Tigray,Head: 10+,0
2005,Tigray,Head: 10+,0
2006,Tigray,Head: 10+,0
2007,Tigray,Head: 10+,1113
2008,Tigray,Head: 10+,164
2009,Tigray,Head: 10+,0
2010,Tigray,Head: 10+,1453
2011,Tigray,Head: 10+,221
2012,Tigray,Head: 10+,0
2013,Tigray,Head: 10+,1086
2014,Tigray,Head: 10+,0
2015,Tigray,Head: 10+,0
2016,Tigray,Head: 10+,224
2017,Tigray,Head: 10+,0
2018,Tigray,Head: 10+,0
2019,Tigray,Head: 10+,0
2020,Tigray,Head: 10+,0
